"id";"bidding_table_titles_list";"bidding_table_items_list"
2989;"网页链接|项目编号|序号|标的名称|最大中标数量|标段编号|标段名称|估算金额|备注";"https://www.bidding.csg.cn//zbgg/1200263936.jhtml|0002200000073043|1|20kV|2|1-1|柳州供电局|1798|"
2990;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高费率|工期|招标文件收取费用（元）|保证金（元）|备注";"https://www.bidding.csg.cn//zbgg/1200263883.jhtml|0002200000072948|1|汕头供电局|1|汕头供电局|334.735512|100|自中标通知书发出之日起一年，具体以合同签订为准。|本项目不收取|10000|"
2991;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高投标费率(%)|工期|招标文件收取费用（元）|保证金（元）|备注";"https://www.bidding.csg.cn//zbgg/1200263877.jhtml|0002200000072946|1|2020|1|2020|52.88|100|自合同签订之日起至|本项目不收取|10000|"
2992;"网页链接|项目编号|序号|标的|概算金额（万元）|最大中标数量|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|是否特殊包|招标文件收取费（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200263888.jhtml|没有项目编号|1|110千伏天安、云城输变电工程（不含通信）[施工招标]|9917.8221|/|1|标段1.110千伏天安输变电工程（不含通信）[施工招标]|4893.5972|合同签订之日起至2022年12月31日（实际工期以开工报告、竣工报告为准。项目开工前必须取得施工图及预算评审意见。）|4648.92|否|无|400000"
2993;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金（万元）|备注";"https://www.bidding.csg.cn//zbgg/1200263899.jhtml|0002200000068202|1|清远供电局特种设备（车）检修维护服务|1|清远供电局特种设备（车））检修维护服务|70|最高费率：100%|在项目批复的里程碑计划进度内竣工|清远供电局|无|1|采用费率报价"
2994;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高费率(%)|服务期|建设单位|招标文件收取费用（元）|保证金（万元）|备注";"https://www.bidding.csg.cn//zbgg/1200263903.jhtml|0002200000070952|1|清远供电局房屋（设备）基础沉降检测服务|1|清远供电局房屋（设备）基础沉降检测服务|150|100|在项目批复的里程碑计划进度内竣工并移交整个工程（具体实际工期以开工报告和竣工报告为准）|清远供电局|无|1|固定费率报价"
2995;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金";"https://www.bidding.csg.cn//zbgg/1200263906.jhtml|0002200000073209|1|阳江供电局|1|阳江供电局|98|98|自签订合同之日起至（具体服务期限以签订合同为准）|阳江供电局|不收取|不收取"
2996;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额|最高限价|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263908.jhtml|0002200000062121|1|云南电网有限责任公司昆明供电局|玻璃钢格栅|30|/|1|/|/||3000|"
2997;"网页链接|项目编号|序号|标段名称|建设单位|发包预算价(万元)|最高投标费率|标书费（元）|保证金（万元）";"https://www.bidding.csg.cn//zbgg/1200263909.jhtml|0002200000073136|1|河源供电局、源城供电局、东源供电局、龙川供电局、紫金供电局2020年办公与公共场所建筑物及附属设施维修项目施工|广东电网有限责任公司河源供电局|464|100%|/|1"
2998;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|备注";"https://www.bidding.csg.cn//zbgg/1200263923.jhtml|0002200000071413|1|安全文化建设及培训|1-1|北海供电局|无"
2999;"网页链接|项目编号|标的序号|标的名称|分包名称|最高限价( 万元)|分包序号|最大中标包数|招标文件收取费用（元）|保证金(元)";"https://www.bidding.csg.cn//zbgg/1200263789.jhtml|0002200000073442|1|标01.隔离开关及接地刀闸|包1.隔离开关及接地刀闸|/|1|1|/|10000"
3000;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263791.jhtml|0002200000067841|1|标的一：云南电网有限责任公司昆明供电局|1|云南电网有限责任公司昆明供电局变电运行一所|50|78.742468|合同签订日至|不收取|5000|无"
3001;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|单次巡视最高限价/单价（元/公里.次）|隐患核实最高限价/单价（元/次）|工期|项目建设单位|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263838.jhtml|0006200000067350|1|文山供电局|1|文山供电局|35|60|2|文山供电局|10000|单项报价不得超过单项最高限价。"
3002;"网页链接|项目编号|序号|品类|标的|概算金额（万元）|最大中标数量|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|是否特殊包|招标文件费用（元）|保证金（元）";"https://www.bidding.csg.cn//zbgg/1200263798.jhtml|0002200000073355|1|电网工程施工监理|一汽-大众汽车有限公司佛山分公司分布式光伏项目EPC总承包工程监理|85.02|/|1|一汽-大众汽车有限公司佛山分公司分布式光伏项目EPC总承包工程监理|85.02|120天|85.02|否|不收取|不收取"
3003;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高投标费率|工期|项目建设单位|招标文件收取费用（元）|投标保证金（万元）|备注";"https://www.bidding.csg.cn//zbgg/1200263841.jhtml|0002200000072770|1|湛江供电局|1|湛江供电局|100|100%|合同签订日起至。|广东电网有限责任公司湛江供电局|/|1|"
3004;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额(万元)|最高限价( 万元)|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200263847.jhtml|0002200000073113|1|高性能安全网关等设备|1|1247.2134|1247.2134|1|1|/|/|/|"
3005;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额(万元)|最高限价( 万元)|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200263848.jhtml|0002200000073097|1|分布式存储物理集群等设备|1|169.47|169.47|1|1|/|||"
3006;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额|最高限价|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263850.jhtml|0002200000073119|1|隔离设备|1|70|70|1|1|/|/|/|"
3007;"网页链接|项目编号|序号|标的名称|标段编号|标段名称|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263783.jhtml|0002200000072717|1|云南电网有限责任公司曲靖供电局|1|云南电网有限责任公司曲靖供电局|0.04|框招结果有效期：自合同签订之日起至|曲靖供电局|不收取|15000|曲靖供电局管辖富源片区"
3008;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200263773.jhtml|0002200000071614|1|变压器仿真模型及谐波传递特性研究|1|变压器仿真模型及谐波传递特性研究|68|2022|不收取|5000"
3009;"网页链接|项目编号|序号|标的|概算金额（万元）|最大中标数量|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|是否特殊包|招标文件收取费用（元）|保证金(元)";"https://www.bidding.csg.cn//zbgg/1200263775.jhtml|0002200000072516|1|标的一：规划部规划专题项目招标|570|/|1|2035年广州变电站布点专项规划技术服务|180|合同签订起至2021年12月31日|/|否|/|/"
3010;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263776.jhtml|0002200000071118|1|云南电网有限责任公司昆明供电局|1|云南电网有限责任公司昆明供电局|120|0.167|合同签订生效之日起至||不收取|12000|"
3011;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263777.jhtml|0002200000073364|1|南网党校和培训中心|1|南网党校和培训中心|129|合同签订之后一年|中国南方电网有限责任公司培训与评价中心|不收取|不收取|无"
3012;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额(万元)|最高限价( 万元)|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200263803.jhtml|0002200000071660|1|电缆槽盒|电缆槽盒1|994.7592|994.7592|1|1|/|不收取|100000|"
3013;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|招标结果有效期|招标文件收取费用（元）|投标保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263818.jhtml|0002200000072934|1|2020-2021|1|2020-2021|160|两年（招标人有权根据原材料价格走势、市场供需形势及项目投资计划调整情况，经与框架招标协议中标人友好协商对框架招标结果有效期作适当调整）。）|不收取|不收取|对单价进行限价，详见报价明细表"
3014;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价(|工期|项目建设单位|招标文件收取费用（元）|投标保证金(|备注";"https://www.bidding.csg.cn//zbgg/1200263822.jhtml|0002200000073269|1|2020|01|2020|30.2|1|南方电网数字电网研究院有限公司|不收取|不收取|/"
3015;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价(|工期|项目建设单位|招标文件收取费用（元）|投标保证金(|备注";"https://www.bidding.csg.cn//zbgg/1200263826.jhtml|0002200000072039|1|智能开关柜研制|1|智能开关柜研制|365|1|南方电网数字电网研究院有限公司|不收取|不收取|无"
3016;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|项目建设单位|招标文件收取费用（元）|备注";"https://www.bidding.csg.cn//zbgg/1200263754.jhtml|0002200000072287|1|2020-2021|1|2020-2021|103.0463|无|深圳供电局有限公司|不收取|"
3017;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263715.jhtml|0002200000070831|1|深圳供电局有限公司|1|标包|300|0.144302|框架协议签订时间至|深圳供电局有限公司|不收取|不收取|"
3018;"网页链接|项目编号|序号|标的|预计采购金额（万元）|标包号|项目最高限价（万元）";"https://www.bidding.csg.cn//zbgg/1200263757.jhtml|没有项目编号|1|2020年路灯管理所CEV/PEC系列三遥终端、漏电保护及其控制系统维护项目|124.69|1|124.687885"
3019;"网页链接|项目编号|序号|标的|概算金额（万元）|最大中标数量|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|是否特殊包";"https://www.bidding.csg.cn//zbgg/1200263717.jhtml|0002200000071989|1|总部2020年信息化办公设备采购项目|430|1|1|总部2020年信息化办公设备采购项目|430|2021年8月31日前|430|否"
3020;"网页链接|项目编号|序号|标的|标的金额（万元）|标段|中标比例|最高限价(万元)|备注";"https://www.bidding.csg.cn//zbgg/1200263718.jhtml|没有项目编号|1|2019年数据分析应用第一批研发项目（三次招标）|299.92（含税）|1|100%|无|"
3021;"网页链接|项目编号|序号|标的|预计采购金额（万元）|中标比例|最高限价(万元)|备注";"https://www.bidding.csg.cn//zbgg/1200263722.jhtml|没有项目编号|1|大数据功能系列和云平台基础功能系列软件采购项目|180.5（含税）|100%|/|"
3022;"网页链接|项目编号|标段编号|标段名称|最高限价(万元)|工期|招标文件收取费（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200263768.jhtml|没有项目编号|1|东吉路建设项目输电线路迁改工程[施工招标]|1125.244|计划施工工期：合同签订之日起 120 日历天。（实际工期以开工报告、竣工报告为准。）|无|50000"
3023;"网页链接|项目编号|序号|建设单位|标段编号|标段名称|标段预算价(万元)|最高限价(万元)|工期|招标文件收取费用（元）|保证金（元）";"https://www.bidding.csg.cn//zbgg/1200263759.jhtml|没有项目编号|1|广东电网有限责任公司广州供电局|1|110千伏美林、220千伏员热、220千伏松涛输变电工程（通信部分）[施工招标]|327.237|327.237|110千伏美林输变电工程（通信部分）[施工招标]计划施工工期：合同签订之日起至2021年12月30日；220千伏员热输变电工程（通信部分）[施工招标]计划施工工期：合同签订之日起至2021年2月25日；220千伏松涛输变电工程（通信部分）[施工招标]计划施工工期：合同签订之日起335日历天。（实际工期以开工报告、竣工报告为准）|不收取|50000"
3024;"网页链接|项目编号|标段编号|标段名称|最高限价|工期|招标文件收取费用（元）|保证金（元）";"https://www.bidding.csg.cn//zbgg/1200263769.jhtml|没有项目编号|1|广州大道快速化改造一期（洛溪桥南|1215.6432|计划施工工期：合同签订之日起至|/|50000"
3025;"网页链接|项目编号|序号|建设单位|标段号|标段名称|最高限价(万元)|工期|保证金（万元）|招标文件收取费用（元）|备注";"https://www.bidding.csg.cn//zbgg/1200263728.jhtml|0002200000069589|1|中国南方电网有限责任公司超高压输电公司|/|南方电网主干OTN网络建设项目（超高压）监理|46|详见技术规范书|不收取|不收取|"
3026;"网页链接|项目编号|序号|建设单位|标段号|标段名称|最高限价|工期|保证金（万元）|备注";"https://www.bidding.csg.cn//zbgg/1200263730.jhtml|0002200000069522|1|中国南方电网有限责任公司超高压输电公司|/|南方电网主干|578|详见技术规范书|5|"
3027;"网页链接|项目编号|序号|品类|标的名称|标包名称|概算金额（万元）|最大中标数量|标包号|标包金额(万元)|投标保证金（元）|标书费（元）";"https://www.bidding.csg.cn//zbgg/1200263737.jhtml|0002200000072940|1|二级物资(B类)目录|交流支柱绝缘子(1)|交流支柱绝缘子（融冰物资）|34.31|/|01|34.31|5000|不收取"
3028;"网页链接|项目编号|序号|标的|最大中标数量|标包号|标包名称|工期|是否特殊包|招标文件收取费用（元）|保证金（元）|备注";"https://www.bidding.csg.cn//zbgg/1200263711.jhtml|0002200000071408|1|调峰调频公司检修试验分公司公开招标项目（机械部件加工修复、空压机大修）（二次招标）|/|1|修试公司机械部件加工修复|自合同签订起至2021年2月28日 |否|不收取|10000|"
3029;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263742.jhtml|0002200000071814|1|深圳供电局有限公司|1|深圳供电局有限公司|100|1.69404|深圳供电局有限公司|/|/|"
3030;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|投标保证金（元）|招标文件收取费用（元）|备注";"https://www.bidding.csg.cn//zbgg/1200263743.jhtml|0002200000065644|1|车辆维修|01|车辆维修|20|/|自中标通知书发出之日起|4000|本项目不收取|"
3031;"网页链接|项目编号|序号|标的名称|标包号|标包名称|估算金额(万元)|最高限价(元)|服务期|报价方式|报价要求|标包交付";"https://www.bidding.csg.cn//zbgg/1200263746.jhtml|0002200000073275|1|第一标的：客房一次性耗品供应服务|1|【1】客房一次性耗品供应服务|38|11.44元|自合同签订之日起两年|单价|投标报价大于或等于最高限价的100%,或分项报价大于或等于分项最高限价的100%，作否决投标处理。投标报价小于或等于最高限价85%，或分项报价小于或等于分项最高限价的85%，需附成本分析报告，否则做否决投标处理。|根据投标人需求按时提供客房一次性耗品"
3032;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额(万元)|最高限价( 万元)|分包序号|最大中标包数|招标文件收取费用（元）|投标保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200263750.jhtml|0002200000070704|1|慰问品、职工生日慰问蛋糕、职工卫生用品、防暑降温清凉饮料、文体用品|慰问品、职工生日慰问蛋糕、职工卫生用品、防暑降温清凉饮料、文体用品|800|/|1|/|/|100000|"
3033;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200263629.jhtml|0002200000071626|1|多相风电机组模型建立与验证|1|多相风电机组模型建立与验证|90|2022|不收取|8000"
3034;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200263631.jhtml|0002200000071605|1|云贵互联通道工程系统研究与成套工作文件材料整理归档服务|1|云贵互联通道工程系统研究与成套工作文件材料整理归档服务|25|从合同签订生效之日起至 |不收取|2000"
3035;"网页链接|项目编号|序号|标段名称|预估可研勘察设计费（万元）|最高限价（万元）|可研完成时间|初步设计完成时间|施工图完成时间|建设单位|保证金(";"https://www.bidding.csg.cn//zbgg/1200263601.jhtml|0002200000070666|1|标|23|/|2020|2020|2020|迪庆供电局|2000"
3036;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高限价( 万元)|工期|项目建设单位|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200263640.jhtml|0002200000072463|1|调度生产核心场所安全防卫标准及措施研究|1|调度生产核心场所安全防卫标准及措施研究|40|40|合同签订后半年内|中国南方电网有限责任公司|不收取|无|"
3037;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额|最高限价|分包序号|最大中标包数|工期|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263650.jhtml|0002200000073089|1|电缆管塞封堵装置|电缆管封堵装置|200|0.028066|1|1|/|40000|"
3038;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263676.jhtml|0002200000069742|1|管理创新项目|6|创新工程项目结算模式，推进有效资产形成提速增效|5000|"
3039;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263694.jhtml|0002200000072087|1|员工体检|1-1|玉林北流供电局|10000|无"
3040;"网页链接|项目编号|序号|标的名称|标段序号|标段名称|估算金额|最高投标费率( %)|工期|招标文件收取费用（元）|保证金（万元）|备注";"https://www.bidding.csg.cn//zbgg/1200263697.jhtml|0002200000073231|1|湛江供电局20年办公场所、仓库消防系统附属设施维护维修|第一标段|湛江供电局20年办公场所、仓库消防系统附属设施维护维修|392.47|100|开工日期以合同签订日期为准，竣工工期：21年12月31日前完成。|/|1|"
3041;"网页链接|项目编号|标的序号|标的名称|分包名称|估算金额|最高限价|分包序号|最大中标包数|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263703.jhtml|0002200000073230|1|OTDR|OTDR|48|48|1|/|/|不收取|5000|"
3042;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金（元）|备注";"https://www.bidding.csg.cn//zbgg/1200263557.jhtml|0002200000073360|1|梅州供电局党建宣传文化阵地设计及建设|1|梅州供电局党建宣传文化阵地设计及建设（标包|240|/|自合同签订之日起至|梅州供电局|不收取|不收取|"
3043;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263563.jhtml|0002200000063994|1|云南电力试验研究院（集团）有限公司|1|云南电力试验研究院（集团）有限公司|详见备注|自合同签订之日起至|不收取|30000|“"
3044;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263569.jhtml|0002200000070321|1|深圳供电局有限公司|1|深圳供电局有限公司|67.6934|67.6934|深圳供电局有限公司|/|/|"
3045;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263570.jhtml|0002200000071854|1|深圳供电局有限公司|1|深圳供电局有限公司|59.6793|59.6793|深圳供电局有限公司|/|/|"
3046;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(万元)|最高限价( 万元)|项目建设单位|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200263572.jhtml|0002200000063149|1|消防系统维保|1-5|钦州灵山供电局2020-2021年消防系统维保项目|8.00268|8|钦州灵山供电局|\|1000|"
3047;"网页链接|项目编号|标的编号|标的名称|标包编号|标包名称|估算金额(万元)|最高限价( 万元)|服务期|报价方式|报价要求|标包交付";"https://www.bidding.csg.cn//zbgg/1200263583.jhtml|0002200000071062|1|贵州电力建设监理咨询有限责任公司|1|2020|300|1.935万元/月·辆|至合同签订之日起一年|综合单价|投标报价大于或等于最高限价的100%，或分项报价大于或等于分项最高限价的100%，作否决投标处理。投标报价小于最高限价的80%，或分项报价小于分项最高限价的80%，需附成本分析报告，否则作否决投标处理。|提供生产车，并保障车辆能正常使用。"
3048;"网页链接|项目编号|序号|标包|最大中标数量|标包预计金额（万元）|最高限价(万元)|是否接受联合体投标|备注";"https://www.bidding.csg.cn//zbgg/1200263611.jhtml|没有项目编号|1|单线牵张一体机采购|1|110|/|否|"
3049;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|概算金额(万元)|最高限价( 万元)|工期|项目建设单位|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200263622.jhtml|0002200000072377|1|广州供电局2020年服务文化建设辅导项目|1|广州供电局2020年服务文化建设辅导项目|34.66|34.03|自合同生效之日起至2020年12月6日|广东电网有限责任公司广州供电局 |不收取|不收取|无"
3050;"网页链接|项目编号|序号|标的|概算金额（万元）|最大中标数量|标包号|标包名称|标包金额（万元）|工期|最高限价(万元)|是否特殊包|标书费（元）|投标保证金（元）|备注";"https://www.bidding.csg.cn//zbgg/1200263626.jhtml|0002200000071819|1|供餐服务|732|1|1|供餐服务|732|合同签订之日起两年|732|否|不收取|不收取|已招标"
3051;"网页链接|项目编号|序号|标的|标的金额（万元）|最大中标数量|标包/标段|中标比例|最高限价(万元)|是否接受联合体|备注";"https://www.bidding.csg.cn//zbgg/1200263488.jhtml|没有项目编号|1|2020年路灯管理所信息设备维护框架项目|27.697539|1|1|100%|27.697539|否|"
3052;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|概算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263496.jhtml|0002200000072838|1|标的|1|标包|100|/|按照承诺检测周期执行。|广东电网有限责任公司广州供电局|本项目不收取|本项目不收取|/"
3053;"网页链接|项目编号|序号|建设单位|标段（标的/标包）号|标段（标的/标包）名称|发包预算价（标段预算价）(万元)|最高限价(万元)|工期|招标文件获取费用（元）|投标保证金（元）";"https://www.bidding.csg.cn//zbgg/1200263497.jhtml|0002200000071620|1|广东电网公司广州供电局|1|220kV潭村等站6台主变有载调压开关吊检及油枕胶囊更换等四个项目|141|/|合同签订之日起至2021年12月31日|不收取|不收取"
3054;"网页链接|项目编号|标的序号|标的名称| 标包号|分包名称|最高限价( 万元)|最大中标包数|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200263499.jhtml|0002200000073264|1|检修试验公司2020年度第二批备品备件补仓采购（广蓄A厂备品备件、广蓄B厂备品备件、惠蓄备品备件、清蓄备品备件）|1|2020年清蓄公司储备物资补仓项目(备品备件)|/|/|不收取|4000|"
3055;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金|备注";"https://www.bidding.csg.cn//zbgg/1200263511.jhtml|0002200000071846|1|南网研究中心|1|南网研究中心|104|合同签订后|南方电网科学研究院有限责任公司|不收取|10000|无"
3056;"网页链接|项目编号|序号|标的|最大中标数量|标包号|标包名称|最高限价(万元)|工期|投标保证金（元）|项目建设单位|采购方式|是否特殊包|备注";"https://www.bidding.csg.cn//zbgg/1200263519.jhtml|0002200000073441|1|标的1.云南电网设备状态监测评价中心建设成果提升与推广|1|1|标包1.云南电网设备状态监测评价中心建设成果提升与推广|/|合同签订日起至2021年11月30日前|8000|云南电网有限责任公司生技部|公开招标|否|管理创新项目"
3057;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额(元/年)|最高限价( 元/月)|工期|项目建设单位|招标文件收取费用（元）|保证金(元)|备注";"https://www.bidding.csg.cn//zbgg/1200263521.jhtml|0002200000073047|1|鼎和财产保险股份有限公司员工食堂后厨服务项目|1|鼎和财产保险股份有限公司员工食堂后厨服务项目|1950000|162500|3年|鼎和财产保险股份有限公司|不收取|不收取|"
3058;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|估算金额|最高限价|工期|项目建设单位|招标文件收取费用（元）|保证金";"https://www.bidding.csg.cn//zbgg/1200263523.jhtml|0002200000073242|1|无纸化办公会议系统运维（|1|无纸化办公会议系统运维（|40|40|自合同签订之日起两年|中国南方电网有限责任公司|不收取|不收取"
3059;"网页链接|项目编号|序号|标的|概算金额（万元）|最大中标数量|标包号|标包名称|估算金额（万元）|最高限价(万元)|服务期|报价方式|报价要求|标包交付";"https://www.bidding.csg.cn//zbgg/1200263427.jhtml|0002200000072266|1|贵州电网有限责任公司2020年-2021年度安全工器具预防性试验技术服务项目框架采购|5429.89（2020年：3429.89万元，2021年：2000万元）|/|【1】|贵州电网有限责任公司2020年-2021年度安全工器具预防性试验技术服务项目框架采购|5429.89（2020年：3429.89万元，2021年：2000万元）|2.89|合同签订之日起2年止|综合单价|报价函报价大于或等于最高限价的100%,或分项报价大于或等于分项最高限价的100%，作否决投标处理。报价函报价小于或等于最高限价85%，或分项报价小于或等于分项最高限价的85%，需附成本分析报告，否则做否决投标处理。|完成贵州电网有限责任公司2020年—2021年度安全工器具预防性试验技术服务等相关工作。"
3060;"网页链接|项目编号|序号|标的|最大中标数量|标包号|标包名称|最高限价(万元)|服务期|报价方式|标包交付";"https://www.bidding.csg.cn//zbgg/1200263413.jhtml|0002200000072269|1|安顺供电局2020年泛黄果树景区绿色高可靠智能配电网关键技术研究及示范-基于开放架构的配电网智能测控通用终端研发|/|【1】|安顺供电局2020年泛黄果树景区绿色高可靠智能配电网关键技术研究及示范-基于开放架构的配电网智能测控通用终端研发|/|合同签订之日起至2023年3月31日止|总价|针对电网资源受限投资下的智能化建设问题，通过面向配电网多测控场景的通用终端开放架构设计研究，基于物联协议的多源数据汇集和信息融合方法研究，以及开放架构的配电网智能测控通用终端试制，建立基于自描述物联网协议的统一信息模型，实现多类型电源、可控负荷，以及多电压等级配电网络等能源资源数据整合，信息提取、压缩与传输，支持各类APP灵活部署；主要交付内容包括：（1）完成项目工作报告1套；（2）完成项目研究报告1套；（3）发表或录用EI检索或中文核心期刊3篇，其中EI检索论文至少1篇；（4）申请发明专利8项。（5）试制适应多种通信方式的智能测控通用终端1套。"
3061;"网页链接|项目编号|序号|标的|标包号|标包名称|最高限价(万元)|服务期|报价方式|报价要求|标包交付";"https://www.bidding.csg.cn//zbgg/1200263414.jhtml|0002200000069068|1|2020年网络安全攻防技术服务+特殊时期技术支持|1|2020年网络安全攻防技术服务+特殊时期技术支持|/|服务期一年|总价|无|服务期一年的网络安全攻防技术服务+特殊时期技术支持"
3062;"网页链接|项目编号|序号|建设单位|标段编号（标段号）|标段名称|发包预算价(万元)|最高限价(万元)|工期|投标保证金(万元)|备注";"https://www.bidding.csg.cn//zbgg/1200263446.jhtml|没有项目编号|1|琼海供电局|1|博鳌东屿岛智能电网项目|3058.4766|3058.4766|计划工期2020年7月15日-2020年10月30日，具体以合同要求为准。|5|"
3063;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200263463.jhtml|0002200000072872|1|南网科研院基于图计算的配网拓扑模型与线损分析算法实现技术研究|1|南网科研院基于图计算的配网拓扑模型与线损分析算法实现技术研究|114|2021|不收取|9000"
3064;"网页链接|项目编号|序号|标的名称|标包序号|标包名称|最高限价|工期|招标文件收取费用（元）|投标保证金";"https://www.bidding.csg.cn//zbgg/1200263465.jhtml|0002200000072855|1|南网科研院谐波分析算法实现与计量集成电路设计技术研究|1|南网科研院谐波分析算法实现与计量集成电路设计技术研究|123|2021|不收取|9000"
